"scaffold","length","coverage","breadth","nucl_diversity","coverage_median","coverage_std","coverage_SEM","breadth_minCov","breadth_expected","nucl_diversity_median","nucl_diversity_rarefied","nucl_diversity_rarefied_median","breadth_rarefied","conANI_reference","popANI_reference","SNS_count","SNV_count","divergent_site_count","population_divergent_sites","consensus_divergent_sites","Sample"
"1458300_7559",572955,6.19744657084762,0.993191437372918,0.00024887363691839,6,2.92633186459858,0.00386601645739589,0.699086315679242,0.99579863296471,0,NA,NA,0,0.999992510204846,0.999995006803231,2,35,37,2,3,"D02182219"
"1458300_5386",1110,4.13333333333333,0.986486486486486,0.00090501829155798,4,1.82876580905932,0.0549151684858804,0.406306306306306,0.974001939329359,0,NA,NA,0,1,1,0,1,1,0,0,"D02182219"
"1458300_5563",176561,7.91980108857562,0.997281392833072,0.000290339365025871,8,3.36880717354069,0.00801733430564562,0.855472046488183,0.999081881748356,0,NA,NA,0,0.999986758737578,0.999986758737578,2,14,16,2,2,"D02182219"
"1458300_6039",166799,6.78724093070102,0.99314144569212,0.000237274540683119,6,3.10099506571626,0.00759286460634921,0.759291122848458,0.997504169505926,0,NA,NA,0,0.999992104161896,1,0,18,18,0,1,"D02182219"
"1458300_6196",235868,6.24371682466464,0.988892092187156,0.000212690392266013,6,3.25909353721875,0.00671062906334259,0.6696372547357,0.995966827356029,0,NA,NA,0,0.999993668722222,0.999993668722222,1,14,15,1,1,"D02182219"
"1458300_6533",76054,7.67737397112578,0.997685854787388,0.000244772908756352,7,3.36223663580036,0.0121918637631129,0.836694979882715,0.998862726123174,0,NA,NA,0,1,1,0,3,3,0,0,"D02182219"
"1458300_10454",10746,6.89447236180905,0.999906942117997,0.000209318529053371,7,2.86780410053484,0.0276659935577742,0.79248092313419,0.997729645053186,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_10469",45543,6.68623059526162,0.995125485804624,0.000299012344249006,6,3.08144370869021,0.014439368137095,0.752036536899194,0.997271331767176,0,NA,NA,0,1,1,0,3,3,0,0,"D02182219"
"1458300_1061",92205,7.03372919039098,0.997462176671547,0.000251543219368044,7,2.96434554803383,0.0097623403828397,0.809880158342823,0.997992334902378,0,NA,NA,0,0.999973217274858,0.999986608637429,1,8,9,1,2,"D02182219"
"1458300_10861",10035,8.11380169407075,0.989735924265072,0.000158333334206673,8,4.54187227181368,0.0453417072234781,0.794319880418535,0.999226424199407,0,NA,NA,0,0.999874545226446,0.999874545226446,1,0,1,1,1,"D02182219"
"1458300_11168",1954,6.09314227226203,0.993346980552712,0,7,2.41996219913974,0.0547592461231719,0.720061412487206,0.995393305127072,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_113",4979,8.14440650733079,0.989756979313115,0.000160518108210939,7,4.35604521209123,0.0617397593829674,0.829483832094798,0.999247049407083,0,NA,NA,0,1,1,0,2,2,0,0,"D02182219"
"1458300_11433",4887,8.55310006138735,0.990382647841211,0.000320094833515583,9,3.32534249484397,0.0475729026862878,0.882136279926335,0.999475144386029,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_11694",1628,6.91646191646192,0.945945945945946,0.00416696294064023,7,3.00272591355593,0.0744426655622795,0.806511056511056,0.997773302810276,0,NA,NA,0,0.998476770753998,1,0,13,13,0,2,"D02182219"
"1458300_11765",171844,6.30439817508903,0.994401899397128,0.000254407880978635,6,3.02491750368031,0.00729705487126414,0.70190987174414,0.996177243763284,0,NA,NA,0,0.999991709432179,0.999991709432179,1,13,14,1,1,"D02182219"
"1458300_11803",2469,6.31105710814095,0.985014175779668,0.00114267754528918,6,2.59537459249989,0.0522429233976749,0.747671121911705,0.996199654998446,0,NA,NA,0,1,1,0,2,2,0,0,"D02182219"
"1458300_12292",3848,7.70530145530146,0.97037422037422,0.000612560307481247,7,3.65984176557424,0.0590066848857088,0.808212058212058,0.998890428290076,0,NA,NA,0,0.99903536977492,0.99967845659164,1,3,4,1,3,"D02182219"
"1458300_12294",121776,7.90837274996715,0.995664170279858,0.000314063899031658,8,3.30311525947212,0.00946552396067938,0.853074497437919,0.999072569907435,0,NA,NA,0,1,1,0,14,14,0,0,"D02182219"
"1458300_12833",199500,8.3969373433584,0.999057644110276,0.000299001471408711,8,3.42116069409506,0.00765954747267473,0.878551378446115,0.99939754384931,0,NA,NA,0,1,1,0,26,26,0,0,"D02182219"
"1458300_4606",168241,6.09664707176015,0.991856919538044,0.00021292830202424,6,2.97163009171264,0.00724486200362502,0.674746346015537,0.995407539603204,0,NA,NA,0,1,1,0,5,5,0,0,"D02182219"
"1458300_4834",71152,6.39449347874972,0.995460422756915,0.000295930586613258,6,3.02992709645266,0.0113590412022516,0.720527883966719,0.996469577552682,0,NA,NA,0,0.99998049427507,0.99998049427507,1,9,10,1,1,"D02182219"
"1458300_5059",3400,8.02529411764706,0.996470588235294,0.000434259793488101,8,3.30640308856664,0.0567126858741969,0.877058823529412,0.999163542382997,0,NA,NA,0,0.999664654594232,0.999664654594232,1,2,3,1,1,"D02182219"
"1458300_5272",501523,6.64447492936515,0.995332218063778,0.000249355871419499,6,3.02743508918775,0.00427493825020798,0.748374451420972,0.997168847376045,0,NA,NA,0,0.999997335656641,1,0,30,30,0,1,"D02182219"
"1458300_13039",4955,5.77214934409687,0.992936427850656,0.0003600193322012,5,2.76980098552073,0.0393523402270654,0.626437941473259,0.993883760736924,0,NA,NA,0,1,1,0,1,1,0,0,"D02182219"
"1458300_13543",246417,6.93744749753467,0.997309438878,0.000257955073288518,7,3.13857335006012,0.00632263092249888,0.77646834431066,0.997814184165136,0,NA,NA,0,1,1,0,12,12,0,0,"D02182219"
"1458300_14103",58551,5.74789499752353,0.99665249099076,0.00037571183409224,5,2.94634917773047,0.0121764521082936,0.624515379754402,0.993751359024594,0,NA,NA,0,1,1,0,7,7,0,0,"D02182219"
"1458300_14680",1054,12.9857685009488,0.952561669829222,0.000853040532485805,15,5.91774632466672,0.182365280416875,0.842504743833017,0.999989524104288,0,NA,NA,0,1,1,0,2,2,0,0,"D02182219"
"1458300_1482",1277,5.67658574784652,0.996867658574785,0.00148231520262099,6,2.92230773015815,0.0818089106411974,0.697729052466719,0.993345255468657,0,NA,NA,0,0.997755331088664,0.997755331088664,2,1,3,2,2,"D02182219"
"1458300_1992",2390,7.1234309623431,0.962761506276151,0.000505707198878658,7,3.25772900504913,0.0666510322231865,0.81255230125523,0.998145220651788,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_2569",1305,21.8045977011494,0.986206896551724,0.000235857914010595,24,8.19163073570741,0.226846232665836,0.958620689655172,0.999999995651608,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_2889",1174,8.84752981260647,0.901192504258944,0.00227137436835734,10,4.87734636116755,0.142408067073462,0.785349233390119,0.999595301747672,0,NA,NA,0,1,1,0,4,4,0,0,"D02182219"
"1458300_3052",6101,6.83281429273889,0.989509916407146,0.000381740870117775,6,4.13633165543763,0.0529602999529905,0.670217997049664,0.997602610928037,0,NA,NA,0,1,1,0,4,4,0,0,"D02182219"
"1458300_3069",2364,9.96192893401015,0.980118443316413,0.000334253026513465,9,4.9381356218368,0.101585366663335,0.857445008460237,0.999848720773813,0,NA,NA,0,1,1,0,1,1,0,0,"D02182219"
"1458300_3192",9057,8.56486695373744,0.981450811526996,0.000184841844297567,8,3.1722153580188,0.033334539233718,0.927459423650215,0.999480569490283,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_3291",2224,5.59757194244604,0.97931654676259,0,6,2.40436006911332,0.050995255889473,0.726618705035971,0.992864379207493,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_3362",8974,8.9605527078226,0.996991308223758,0.000188349129745302,8,5.31939565156622,0.0561556501938202,0.806775128147983,0.999633740346759,0,NA,NA,0,1,1,0,1,1,0,0,"D02182219"
"1458300_3412",2091,7.59253945480631,0.97895743663319,0.000321022282212424,8,3.31084067942583,0.0724211037620613,0.790052606408417,0.998774262209832,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_3904",18902,6.10385144429161,0.986033223997461,0.000204503246837517,6,2.89977487017281,0.021092200490274,0.697386519944979,0.995436661633123,0,NA,NA,0,1,1,0,2,2,0,0,"D02182219"
"1458300_3962",3432,10.0702214452214,0.994172494172494,0.000434906985185779,8,6.92084105991483,0.118154023857493,0.855769230769231,0.999862516347128,0,NA,NA,0,1,1,0,3,3,0,0,"D02182219"
"1458300_4201",94662,5.46015296528702,0.978903889628362,0.000319964663188177,5,2.98345567493628,0.00969692520763535,0.594673681096956,0.991943814265027,0,NA,NA,0,1,1,0,14,14,0,0,"D02182219"
"1458300_4325",1197,13.9707602339181,0.993316624895572,0.000437186397645895,14,5.79588600445156,0.167592371017424,0.921470342522974,0.999995609999805,0,NA,NA,0,1,1,0,0,0,0,0,"D02182219"
"1458300_4459",355035,6.23718224963736,0.992964073964539,0.000255664258285604,6,3.14620133428238,0.00528021416908347,0.682504541805737,0.995943488561873,0,NA,NA,0,1,1,0,28,28,0,0,"D02182219"
"1458300_10454",10746,151.563930764936,1,0.000234838880794896,156,27.8826082977075,0.26898631653203,0.999162479061976,1,0,0.000236363669462225,0,0.982691233947515,1,1,0,0,0,0,0,"D05181745"
"1458300_10469",45543,438.18343104319,0.999956085457699,0.000266460111483791,438,58.9173177125383,0.276081252986164,0.999846299101948,1,0,0.000249244680504246,0,0.998506905561777,1,1,0,0,0,0,0,"D05181745"
"1458300_1061",92205,366.443717802722,1,0.000279480057982395,360,61.1290272780582,0.201313363064611,0.999956618404642,1,0,0.000268758448447093,0,0.999642101838295,0.999989154130649,0.999989154130649,1,2,3,1,1,"D05181745"
"1458300_10861",10035,149.341903338316,0.999800697558545,0.000317574666028886,144,44.4834023784104,0.444079728851695,0.998206278026906,1,0,0.000239116804077955,0,0.983856502242152,0.99990016971149,0.99990016971149,1,2,3,1,1,"D05181745"
"1458300_11168",1954,127.035312180143,0.998464687819857,0.00024217351714606,139,38.3138106659725,0.86697031421417,0.986693961105425,1,0,0.000256000022365588,0,0.933981576253838,1,1,0,0,0,0,0,"D05181745"
"1458300_113",4979,143.471580638682,0.99939746937136,0.000248427488552139,144,35.4325599443472,0.502198122098084,0.996987346856799,1,0,0.000209401546983012,0,0.969873468567986,1,1,0,0,0,0,0,"D05181745"
"1458300_11433",4887,127.587476979742,0.998567628401882,0.00025105546314852,131,31.3720238169198,0.448813389426298,0.994065889093514,1,0,0.000223481792289038,0,0.960302844280745,1,1,0,0,0,0,0,"D05181745"
"1458300_11694",1628,123.031941031941,0.999385749385749,0.00315704294033459,133,39.24153721084,0.972864228982149,0.992014742014742,1,0,0.0032515090875862,0,0.915847665847666,0.998142414860681,1,0,10,10,0,3,"D05181745"
"1458300_11765",171844,338.0473569051,1,0.000266151819412808,325,74.524858327915,0.179777458337408,0.999976723074416,1,0,0.000264701333859807,0,0.999592653802286,1,1,0,0,0,0,0,"D05181745"
"1458300_11803",2469,157.801944106926,0.99918995544755,0.000335586976401459,171,41.6226279251347,0.837831952499868,0.991899554475496,1,0,0.00034721511086544,0,0.945321992709599,1,1,0,1,1,0,0,"D05181745"
"1458300_12292",3848,141.191787941788,1,0.000851195278450567,143,39.1163055356398,0.630662105762503,0.998960498960499,1,0,0.000760811946388884,0,0.960239085239085,0.999739854318418,1,0,5,5,0,1,"D05181745"
"1458300_12294",121776,213.504056628564,0.999975364603863,0.000262957122777463,202,58.937958138808,0.168894698226656,0.999852187623177,1,0,0.000247856220218612,0,0.998603994218894,1,1,0,2,2,0,0,"D05181745"
"1458300_12833",199500,259.128446115288,1,0.000265400211658773,254,52.6432272117663,0.117861548754284,0.999924812030075,1,0,0.000258217166678509,0,0.999318295739348,1,1,0,0,0,0,0,"D05181745"
"1458300_7578",1413,146.610757254069,0.99929228591649,0.000245629590779561,165,62.6069412982207,1.66611562865382,0.990092002830856,1,0,0.000190909129458627,0,0.871903750884643,1,1,0,0,0,0,0,"D05181745"
"1458300_7712",71659,206.219051340376,1,0.000269897075102388,206,44.2440930792998,0.165281009198236,0.999944180075078,1,0,0.000259944383672384,0,0.998102122552645,1,1,0,1,1,0,0,"D05181745"
"1458300_7810",1178,116.327674023769,0.999151103565365,0.000649697823475459,133,43.2366206262778,1.26026974603805,0.99151103565365,1,0,0.000782929209108829,0,0.875212224108659,1,1,0,1,1,0,0,"D05181745"
"1458300_7838",27523,447.743087599462,0.999963666751444,0.000247649126930649,384,277.158324653037,1.67065945235953,0.999854667005777,1,0,0.000226412385042507,0,0.998147004323657,1,1,0,0,0,0,0,"D05181745"
"1458300_8019",11024,140.908472423803,0.999909288824383,0.000217519791874787,143,27.4807734753134,0.261745394301481,0.998820754716981,1,0,0.000190019393119023,0,0.983399854862119,1,1,0,0,0,0,0,"D05181745"
"1458300_9264",355218,243.153863261434,1,0.000261657954514827,238,51.1454960152466,0.0858144698377389,0.999971848273455,1,0,0.000251056445266018,0,0.999715667561892,1,1,0,0,0,0,0,"D05181745"
"1458300_962",3467,126.103547735795,0.999711566195558,0.000355099485868982,133,32.6297539687625,0.554242110802314,0.996250360542256,1,0,0.000268279424707196,0,0.953850591289299,1,1,0,0,0,0,0,"D05181745"
"1458300_9800",2210,164.470135746606,0.998642533936652,0.000507326893610549,147,81.3705187725932,1.73128763345943,0.990950226244344,1,0,0.00055575224267812,0,0.920361990950226,1,1,0,2,2,0,0,"D05181745"
"phage_ICP1",125956,31755.0857839245,0.94747372098193,0.000272997302594891,34564,11032.6216029566,31.0864419412354,0.937946584521579,1,0.000190556049346924,0.000276120099758748,0,0.928744958556956,0.998315557812764,0.998391738615202,189,27,216,190,199,"D05181745"
"1458300_7110",1070,1845.82897196262,1,0.00116298179742436,1830,1165.62620276879,35.6508959786383,0.999065420560748,1,0,0.00138566049764743,0,0.990654205607477,0.999064546304958,1,0,3,3,0,1,"D05181745"
"1458300_7298",2368,127.923141891892,0.999577702702703,0.000253247093950582,138,37.5690243795499,0.772201761831993,0.988175675675676,1,0,0.000176166753505291,0,0.932010135135135,1,1,0,0,0,0,0,"D05181745"
"1458300_7559",572955,240.834280179072,0.999998254662234,0.000267112947178849,232,60.8780043901614,0.0804267519050061,0.999984291960102,1,0,0.000261331019971167,0,0.999638715082336,0.999996509269634,0.999996509269634,2,12,14,2,2,"D05181745"
"1458300_4606",168241,320.187635594177,0.999964336873889,0.00025738202679404,307,113.339301267717,0.276322278321878,0.999952449165186,1,0,0.00024957658888014,0,0.999423446127876,1,1,0,0,0,0,0,"D05181745"
"1458300_4834",71152,398.471877108163,1,0.000287103289723589,393,48.9811017279671,0.183627636886393,1,1,0,0.000288500473432762,0,0.999367551158084,0.999985945581291,0.999985945581291,1,0,1,1,1,"D05181745"
"1458300_5059",3400,156.597647058824,0.999411764705882,0.000509366481053597,161,38.6901248275261,0.663627766186296,0.996470588235294,1,0,0.000504901997891105,0,0.96,0.999704840613932,1,0,2,2,0,1,"D05181745"
"1458300_5272",501523,282.822614316791,1,0.00026875193198117,280,63.055332658673,0.0890382933146459,0.999986042514501,1,0,0.000257527945130787,0,0.999862419071508,1,1,0,3,3,0,0,"D05181745"
"1458300_5386",1110,157.822522522523,0.998198198198198,0.000520968317768378,160,75.4331518209128,2.26514746784182,0.989189189189189,1,0,0.000575025432606013,0,0.887387387387387,1,1,0,1,1,0,0,"D05181745"
"1458300_5563",176561,211.875357525161,0.999966017410413,0.000261290283386728,209,38.9914146021816,0.0927946272410615,0.999937698585758,1,0,0.000253620526872278,0,0.999314684443337,0.999988671764373,0.999988671764373,2,0,2,2,2,"D05181745"
"1458300_6039",166799,350.56500338731,1,0.000272188515959559,322,102.264961236003,0.250398336077058,1,1,0,0.000261031155330271,0,0.999712228490578,1,1,0,4,4,0,0,"D05181745"
"1458300_6196",235868,220.617748062476,1,0.000265520860713964,226,55.2604682826847,0.113783940312485,0.999957603405294,1,0,0.000267123774146283,0,0.999296216527888,0.999983040643099,0.999983040643099,4,0,4,4,4,"D05181745"
"1458300_6533",76054,345.947340047861,0.999986851447656,0.000271055734791914,336,72.0025726962922,0.261089760179197,0.999960554342967,1,0,0.000249051677366219,0,0.999631840534357,1,1,0,3,3,0,0,"D05181745"
"1458300_13039",4955,134.714833501514,0.999798183652876,0.000273285947119728,142,27.4467103516923,0.389953028943144,0.998587285570131,1,0,0.000249812279236927,0,0.967507568113017,1,1,0,0,0,0,0,"D05181745"
"1458300_13543",246417,269.192778907299,1,0.000260615817252896,264,48.158637296056,0.0970151898306342,0.999995941838428,1,0,0.000253629581475123,0,0.999740277659415,0.99999594182196,0.99999594182196,1,0,1,1,1,"D05181745"
"1458300_14103",58551,309.343000119554,0.999965841744804,0.000272594798380266,307,40.8985581075701,0.1690225102507,0.999931683489607,1,0,0.000250522643192586,0,0.998394562005773,1,1,0,1,1,0,0,"D05181745"
"1458300_14680",1054,227.759013282732,1,0.000511072590237527,272,108.940946302066,3.357198016151,0.996204933586338,1,0,0.000121593287905841,0,0.905123339658444,1,1,0,0,0,0,0,"D05181745"
"1458300_1482",1277,183.277212216132,0.998433829287392,0.0025520316734734,176,103.817040842832,2.90631918387497,0.995301487862177,1,0,0.00280443303928557,0,0.918559122944401,1,1,0,8,8,0,0,"D05181745"
"1458300_1992",2390,126.364435146444,0.979497907949791,0.000531631280752509,142,41.797967844075,0.855159436933319,0.974476987447699,1,0,0.000339427538085357,0,0.906276150627615,1,1,0,2,2,0,0,"D05181745"
"1458300_2569",1305,766.958620689655,1,0.000854484103191888,879,260.946846168526,7.22625456263927,1,1,0,0.000213043521279821,0,0.986973180076628,1,1,0,1,1,0,0,"D05181745"
"1458300_2889",1174,675.896933560477,1,0.00260626736199454,826,301.425972911464,8.8009927918639,0.999148211243612,1,0,0.00258456144416541,0,0.971039182282794,1,1,0,6,6,0,0,"D05181745"
"1458300_3052",6101,442.240452384855,0.999672184887723,0.000254819963374397,457,87.0375034385231,1.11440103774172,0.998524831994755,1,0,0.000279131495654283,0,0.988854286182593,1,1,0,0,0,0,0,"D05181745"
"1458300_3069",2364,545.401861252115,1,0.000542919043008183,626,203.192933239232,4.18000439988486,0.998730964467005,1,0,0.000520970601349591,0,0.976311336717428,1,1,0,2,2,0,0,"D05181745"
"1458300_3192",9057,196.6353097052,0.999447940819256,0.000222522482386411,203,34.5249571341671,0.362798047497665,0.998454234293916,1,0,0.000219463499216754,0,0.983659048249972,1,1,0,0,0,0,0,"D05181745"
"1458300_3291",2224,120.416816546763,0.998651079136691,0.000169544632742324,129,35.6323188308214,0.755743384718218,0.997302158273381,1,0,0.000170320099008303,0,0.927158273381295,1,1,0,0,0,0,0,"D05181745"
"1458300_3362",8974,181.743258301761,0.99988856697125,0.000287642373953623,177,46.1026829284739,0.486695539326109,0.999554267885001,1,0,0.000236535890983158,0,0.98818809895253,1,1,0,0,0,0,0,"D05181745"
"1458300_3412",2091,125.014825442372,0.998565279770445,0.000218701920415065,142,41.834513428825,0.915085300446924,0.991391678622668,1,0,0.000268925397468034,0,0.903395504543281,1,1,0,0,0,0,0,"D05181745"
"1458300_3904",18902,473.134218601206,1,0.000308359678984016,473,59.8316804951119,0.435199923157383,1,1,0,0.000265747809570671,0,0.997936726272352,0.999947095545445,1,0,2,2,0,1,"D05181745"
"1458300_3962",3432,151.475815850816,0.999417249417249,0.000555604470103277,133,59.4442452744234,1.0148443973125,0.998251748251748,1,0,0.000696309668646533,0,0.971153846153846,1,1,0,8,8,0,0,"D05181745"
"1458300_4201",94662,334.841087236695,0.999989436098963,0.000278393953582645,372,119.474812783457,0.388320943894085,0.999852105385477,1,0,0.000275410985373092,0,0.996756882381526,1,1,0,4,4,0,0,"D05181745"
"1458300_4325",1197,254.294068504595,0.999164578111946,0.000234454945419071,286,99.1414628062197,2.86674941589062,0.993316624895572,1,0,0.000104347847157515,0,0.941520467836257,1,1,0,0,0,0,0,"D05181745"
"1458300_4459",355035,221.219333305167,1,0.000284593847344694,205,73.6205858692163,0.1235561298659,0.999997183376287,1,0,0.000276529469681042,0,0.999763403608095,1,1,0,12,12,0,0,"D05181745"
"1458300_10454",10746,2.12432533035548,0.857621440536013,0,2,1.71102068615385,0.0165063880310104,0.105620696072957,0.846764491023795,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_10469",45543,1.99159036514942,0.801418439716312,0.000372923113537427,2,1.62656527069908,0.00762193859858652,0.0732714138286894,0.827709675575749,0,NA,NA,0,1,1,0,2,2,0,0,"D10181763"
"1458300_1061",92205,2.05026842362128,0.831646873813785,0.000158008674575605,2,1.6039442391318,0.00528219445532763,0.0746488802125698,0.836409188048717,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_10861",10035,1.90323866467364,0.782561036372696,0.000460431644384807,2,1.68876367344079,0.0168590007530575,0.0692575984055805,0.81373031590799,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_11168",1954,1.70061412487206,0.77942681678608,0,1,1.43680586250019,0.0325122458044316,0.0337768679631525,0.777235979591542,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_113",4979,0.940349467764611,0.470576420968066,0.00347826100777893,0,1.27226377369104,0.0180322415022964,0.0277164089174533,0.56409396723231,0,NA,NA,0,0.992753623188406,1,0,1,1,0,1,"D10181763"
"1458300_11433",4887,2.40454266421117,0.911192960916718,0,2,1.61391148548052,0.0230888860807853,0.0757110701862083,0.880353195554057,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_11694",1628,1.93120393120393,0.778869778869779,0.00307692300814844,2,1.53826996067842,0.0381363199718998,0.0638820638820639,0.818273609369855,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_11765",171844,1.96075510346593,0.812294872093294,0.000157414311386273,2,1.61520810161655,0.00389639126742016,0.0697958613626312,0.822954188233965,0,NA,NA,0,0.999916624979156,0.999916624979156,1,0,1,1,1,"D10181763"
"1458300_11803",2469,1.87282300526529,0.675172134467396,0,1,1.79261642373095,0.0360840099063248,0.0935601458080194,0.808659882310008,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_12292",3848,2.13149688149688,0.906185031185031,0.00311342595765984,2,1.38595030874353,0.022345319380891,0.0498960498960499,0.847731785847452,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_12294",121776,1.9713654578899,0.814372290106425,0.000155451579900934,2,1.62651128229996,0.00466098828091942,0.0719599921166732,0.824605174271514,0,NA,NA,0,1,1,0,1,1,0,0,"D10181763"
"1458300_12833",199500,2.18056140350877,0.850270676691729,0.000183889362724066,2,1.6336987220415,0.00365764547076759,0.0945563909774436,0.854187790180841,0,NA,NA,0,0.999946988973706,0.999946988973706,1,1,2,1,1,"D10181763"
"phage_ICP2",49675,0.0112934071464519,0.0112934071464519,NA,0,0.105668661870379,0.000474112757242866,0,0.00992252219868361,NA,NA,NA,0,0,0,0,0,0,0,0,"D10181763"
"1458300_7110",1070,6.59719626168224,0.936448598130841,0.00228205640820689,6,4.3429383641008,0.132829584211832,0.64018691588785,0.997048153283997,0,NA,NA,0,0.998540145985401,1,0,2,2,0,1,"D10181763"
"1458300_7298",2368,2.69214527027027,0.897804054054054,0,2,1.95910188482191,0.0402677991257962,0.197635135135135,0.907186601910676,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_7559",572955,1.63876918780707,0.757783770104109,0.000133805587412716,1,1.44598952506956,0.00191031624566198,0.0443490326465429,0.764732753735439,0,NA,NA,0,0.999960645415191,1,0,2,2,0,1,"D10181763"
"1458300_13039",4955,1.85368314833502,0.767911200807265,0,1,1.58365263155321,0.0224999693061532,0.0663975782038345,0.805398659347251,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_13543",246417,1.96010015542759,0.809570768250567,0.000190864444149397,2,1.59778192605546,0.00321871891663599,0.0757496438963221,0.822851769643824,0,NA,NA,0,1,1,0,1,1,0,0,"D10181763"
"1458300_14103",58551,1.75045686666325,0.764103089614182,0.000223074236910037,2,1.52623846688947,0.00630752449111625,0.0490000170791276,0.786827464056319,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_14680",1054,3.75806451612903,0.86527514231499,0,4,2.25451401538182,0.0694766314847124,0.390891840607211,0.963788226120529,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_1482",1277,1.43382928739233,0.679718089271731,NA,1,1.40578806163108,0.0393545103849195,0,0.718062893853415,NA,NA,NA,0,0,0,0,0,0,0,0,"D10181763"
"1458300_1992",2390,1.79163179916318,0.813389121338912,0,2,1.39098000370397,0.0284585528461669,0.0615062761506276,0.79443867655996,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_2569",1305,2.01455938697318,0.700383141762452,0,2,1.72445190840575,0.0477542789044523,0.0758620689655172,0.831168809947625,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
"1458300_2889",1174,1.78790459965928,0.79045996592845,NA,2,1.36398936549931,0.0398255679760696,0,0.793761035674434,NA,NA,NA,0,0,0,0,0,0,0,0,"D10181763"
"1458300_3052",6101,2.16882478282249,0.866415341747255,0.00118959105147753,2,1.5026671623599,0.019239681504618,0.0881822652024258,0.852668817372833,0,NA,NA,0,1,1,0,0,0,0,0,"D10181763"
